Province,Year_BE,ICD_Code,Disease_Group_TH,Disease_Group_EN,Total_Patients,Total_Visits,Civil_Servant_Patients,Civil_Servant_Visits,Social_Security_Patients,Social_Security_Visits,Universal_Coverage_Patients,Universal_Coverage_Visits,Foreigner_Patients,Foreigner_Visits,Other_Scheme_Patients,Other_Scheme_Visits
มุกดาหาร,2565,F00-F03,โรคสมองเสื่อม,Dementia,243,742,71,226,6,18,164,491,0,0,5,7
มุกดาหาร,2565,F00-F09,ความผิดปกติทางจิตและอาการทางจิตที่เกิดจากโรคทางกาย,Organic_Mental_Disorders,448,1307,95,296,14,32,329,959,0,0,14,20
มุกดาหาร,2565,F10,เสพสุรา,Alcohol_Substance_Use,978,2712,64,192,107,242,795,2207,1,1,37,70
มุกดาหาร,2565,F10-F19,ความผิดปกติทางจิตและพฤติกรรมที่เกิดจากการใช้สารออกฤทธิ์ต่อจิตประสาท,Mental_Behavioral_Disorders_Due_To_Substance_Use,2499,10910,84,235,451,2510,2031,7977,4,4,76,184
มุกดาหาร,2565,F17,เสพบุหรี่,Tobacco_Substance_Use,54,109,3,5,8,11,42,92,0,0,1,1
มุกดาหาร,2565,F20,โรคจิตเภท,Schizophrenia,2837,15443,53,200,109,429,2646,14607,5,22,93,185
มุกดาหาร,2565,F20-F29,โรคจิตเภท พฤติกรรมแบบโรคจิตเภท และโรคหลงผิด,Schizophrenia_Schizotypal_Delusional_Disorders,4044,20918,99,364,162,585,3730,19614,7,31,154,324
มุกดาหาร,2565,F30-F39,ความผิดปกติทางอารมณ์,Mood_Disorders,2855,9212,337,1058,252,585,2273,7357,6,17,108,195
มุกดาหาร,2565,F31,ไบโพล่า,Bipolar_Disorder,127,601,23,114,15,49,85,425,0,0,9,13
มุกดาหาร,2565,"F32,F33,F34.1,F38,F39",โรคซึมเศร้า,Depression,2746,8603,317,946,239,538,2199,6920,6,17,101,182
มุกดาหาร,2565,F40-F48,โรคประสาท ความผิดปกติที่สัมพันธ์กับความเครียด และโรคโซมาโตฟอร์ม,Neurotic_Stress_Related_Somatoform_Disorders,1945,3677,226,488,135,229,1517,2849,4,6,80,105
มุกดาหาร,2565,F50-F59,กลุ่มอาการทางพฤติกรรมที่พบร่วมกับความผิดปกติทางสรีรวิทยาและปัจจัยทางกายภาพ,Behavioral_Syndromes_Associated_With_Physiological_Disturbances,697,1586,176,428,59,198,446,932,1,2,19,26
มุกดาหาร,2565,F60-F69,ความผิดปกติทางบุคลิกภาพและพฤติกรรมของผู้ใหญ่,Disorders_Of_Adult_Personality_Behavior,58,106,7,11,4,8,42,81,0,0,5,6
มุกดาหาร,2565,F70-F79,ภาวะปัญญาอ่อน,Mental_Retardation,167,327,0,0,5,5,162,320,0,0,2,2
มุกดาหาร,2565,F80-F89,ความผิดปกติของพัฒนาการทางจิต,Disorders_Of_Psychological_Development,603,1317,30,87,58,80,504,1102,1,1,24,47
มุกดาหาร,2565,F81,ความผิดปกติจำเพาะของพัฒนาการทางทักษะในการเรียนรู้,Learning_Disorders,287,373,4,8,44,58,240,303,0,0,3,4
มุกดาหาร,2565,F84,โรคออติสติก,Autism_Spectrum_Disorder,174,502,19,60,6,14,142,407,0,0,12,21
มุกดาหาร,2565,F90,โรคสมาธิสั้น,ADHD,924,3032,54,171,169,484,812,2349,0,0,15,28
มุกดาหาร,2565,F90-F98,ความผิดปกติทางอารมณ์และพฤติกรรมที่มักเริ่มต้นในวัยเด็กและวัยรุ่น,Behavioral_Emotional_Disorders_Childhood_Adolescence,951,3104,58,182,169,484,835,2410,0,0,15,28
มุกดาหาร,2565,F99,ความผิดปกติทางจิตที่ไม่ระบุรายละเอียด,Unspecified_Mental_Disorder,2,5,0,0,0,0,2,5,0,0,0,0
มุกดาหาร,2565,X60-X84,ผู้พยายามฆ่าตัวตาย,Intentional_Self_Harm_Suicide_Attempt,82,84,1,1,7,7,48,50,1,1,25,25
มุกดาหาร,2566,F00-F03,โรคสมองเสื่อม,Dementia,307,1084,86,289,1,1,222,786,0,0,1,8
มุกดาหาร,2566,F00-F09,ความผิดปกติทางจิตและอาการทางจิตที่เกิดจากโรคทางกาย,Organic_Mental_Disorders,573,1931,126,411,5,8,447,1503,0,0,2,9
มุกดาหาร,2566,F10,เสพสุรา,Alcohol_Substance_Use,1101,3315,80,217,55,118,972,2966,0,0,12,14
มุกดาหาร,2566,F10-F19,ความผิดปกติทางจิตและพฤติกรรมที่เกิดจากการใช้สารออกฤทธิ์ต่อจิตประสาท,Mental_Behavioral_Disorders_Due_To_Substance_Use,2886,10289,108,293,177,410,2641,9538,1,1,30,47
มุกดาหาร,2566,F17,เสพบุหรี่,Tobacco_Substance_Use,144,373,17,38,1,1,128,334,0,0,0,0
มุกดาหาร,2566,F20,โรคจิตเภท,Schizophrenia,3163,19304,55,230,88,294,3052,18678,6,39,33,63
มุกดาหาร,2566,F20-F29,โรคจิตเภท พฤติกรรมแบบโรคจิตเภท และโรคหลงผิด,Schizophrenia_Schizotypal_Delusional_Disorders,4670,25929,99,380,128,398,4483,25003,9,43,52,105
มุกดาหาร,2566,F30-F39,ความผิดปกติทางอารมณ์,Mood_Disorders,2535,10478,322,1226,101,243,2134,8952,3,4,18,53
มุกดาหาร,2566,F31,ไบโพล่า,Bipolar_Disorder,135,637,23,99,9,13,105,524,0,0,1,1
มุกดาหาร,2566,"F32,F33,F34.1,F38,F39",โรคซึมเศร้า,Depression,2414,9841,299,1127,93,230,2042,8428,3,4,17,52
มุกดาหาร,2566,F40-F48,โรคประสาท ความผิดปกติที่สัมพันธ์กับความเครียด และโรคโซมาโตฟอร์ม,Neurotic_Stress_Related_Somatoform_Disorders,2341,4619,270,632,119,165,1902,3733,5,8,64,81
มุกดาหาร,2566,F50-F59,กลุ่มอาการทางพฤติกรรมที่พบร่วมกับความผิดปกติทางสรีรวิทยาและปัจจัยทางกายภาพ,Behavioral_Syndromes_Associated_With_Physiological_Disturbances,1134,2395,298,663,34,55,783,1638,2,7,18,32
มุกดาหาร,2566,F60-F69,ความผิดปกติทางบุคลิกภาพและพฤติกรรมของผู้ใหญ่,Disorders_Of_Adult_Personality_Behavior,51,150,3,6,2,4,46,140,0,0,0,0
มุกดาหาร,2566,F70-F79,ภาวะปัญญาอ่อน,Mental_Retardation,126,370,3,7,3,8,121,355,0,0,0,0
มุกดาหาร,2566,F80-F89,ความผิดปกติของพัฒนาการทางจิต,Disorders_Of_Psychological_Development,761,2123,45,130,45,99,676,1882,2,4,2,8
มุกดาหาร,2566,F81,ความผิดปกติจำเพาะของพัฒนาการทางทักษะในการเรียนรู้,Learning_Disorders,263,443,11,25,18,18,235,399,0,0,1,1
มุกดาหาร,2566,F84,โรคออติสติก,Autism_Spectrum_Disorder,287,989,19,74,14,41,258,867,0,0,1,7
มุกดาหาร,2566,F90,โรคสมาธิสั้น,ADHD,1149,3897,77,225,91,245,1043,3409,1,3,5,15
มุกดาหาร,2566,F90-F98,ความผิดปกติทางอารมณ์และพฤติกรรมที่มักเริ่มต้นในวัยเด็กและวัยรุ่น,Behavioral_Emotional_Disorders_Childhood_Adolescence,1191,4012,83,246,92,246,1078,3502,1,3,5,15
มุกดาหาร,2566,F99,ความผิดปกติทางจิตที่ไม่ระบุรายละเอียด,Unspecified_Mental_Disorder,6,13,1,1,0,0,5,12,0,0,0,0
มุกดาหาร,2566,X60-X84,ผู้พยายามฆ่าตัวตาย,Intentional_Self_Harm_Suicide_Attempt,92,94,3,3,3,3,86,88,0,0,0,0
มุกดาหาร,2567,F00-F03,โรคสมองเสื่อม,Dementia,307,1084,86,289,1,1,222,786,0,0,1,8
มุกดาหาร,2567,F00-F09,ความผิดปกติทางจิตและอาการทางจิตที่เกิดจากโรคทางกาย,Organic_Mental_Disorders,573,1931,126,411,5,8,447,1503,0,0,2,9
มุกดาหาร,2567,F10,เสพสุรา,Alcohol_Substance_Use,1101,3315,80,217,55,118,972,2966,0,0,12,14
มุกดาหาร,2567,F10-F19,ความผิดปกติทางจิตและพฤติกรรมที่เกิดจากการใช้สารออกฤทธิ์ต่อจิตประสาท,Mental_Behavioral_Disorders_Due_To_Substance_Use,2886,10289,108,293,177,410,2641,9538,1,1,30,47
มุกดาหาร,2567,F17,เสพบุหรี่,Tobacco_Substance_Use,144,373,17,38,1,1,128,334,0,0,0,0
มุกดาหาร,2567,F20,โรคจิตเภท,Schizophrenia,3163,19304,55,230,88,294,3052,18678,6,39,33,63
มุกดาหาร,2567,F20-F29,โรคจิตเภท พฤติกรรมแบบโรคจิตเภท และโรคหลงผิด,Schizophrenia_Schizotypal_Delusional_Disorders,4670,25929,99,380,128,398,4483,25003,9,43,52,105
มุกดาหาร,2567,F30-F39,ความผิดปกติทางอารมณ์,Mood_Disorders,2535,10478,322,1226,101,243,2134,8952,3,4,18,53
มุกดาหาร,2567,F31,ไบโพล่า,Bipolar_Disorder,135,637,23,99,9,13,105,524,0,0,1,1
มุกดาหาร,2567,"F32,F33,F34.1,F38,F39",โรคซึมเศร้า,Depression,2414,9841,299,1127,93,230,2042,8428,3,4,17,52
มุกดาหาร,2567,F40-F48,โรคประสาท ความผิดปกติที่สัมพันธ์กับความเครียด และโรคโซมาโตฟอร์ม,Neurotic_Stress_Related_Somatoform_Disorders,2341,4619,270,632,119,165,1902,3733,5,8,64,81
มุกดาหาร,2567,F50-F59,กลุ่มอาการทางพฤติกรรมที่พบร่วมกับความผิดปกติทางสรีรวิทยาและปัจจัยทางกายภาพ,Behavioral_Syndromes_Associated_With_Physiological_Disturbances,1134,2395,298,663,34,55,783,1638,2,7,18,32
มุกดาหาร,2567,F60-F69,ความผิดปกติทางบุคลิกภาพและพฤติกรรมของผู้ใหญ่,Disorders_Of_Adult_Personality_Behavior,51,150,3,6,2,4,46,140,0,0,0,0
มุกดาหาร,2567,F70-F79,ภาวะปัญญาอ่อน,Mental_Retardation,126,370,3,7,3,8,121,355,0,0,0,0
มุกดาหาร,2567,F80-F89,ความผิดปกติของพัฒนาการทางจิต,Disorders_Of_Psychological_Development,761,2123,45,130,45,99,676,1882,2,4,2,8
มุกดาหาร,2567,F81,ความผิดปกติจำเพาะของพัฒนาการทางทักษะในการเรียนรู้,Learning_Disorders,263,443,11,25,18,18,235,399,0,0,1,1
มุกดาหาร,2567,F84,โรคออติสติก,Autism_Spectrum_Disorder,287,989,19,74,14,41,258,867,0,0,1,7
มุกดาหาร,2567,F90,โรคสมาธิสั้น,ADHD,1149,3897,77,225,91,245,1043,3409,1,3,5,15
มุกดาหาร,2567,F90-F98,ความผิดปกติทางอารมณ์และพฤติกรรมที่มักเริ่มต้นในวัยเด็กและวัยรุ่น,Behavioral_Emotional_Disorders_Childhood_Adolescence,1191,4012,83,246,92,246,1078,3502,1,3,5,15
มุกดาหาร,2567,F99,ความผิดปกติทางจิตที่ไม่ระบุรายละเอียด,Unspecified_Mental_Disorder,6,13,1,1,0,0,5,12,0,0,0,0
มุกดาหาร,2567,X60-X84,ผู้พยายามฆ่าตัวตาย,Intentional_Self_Harm_Suicide_Attempt,92,94,3,3,3,3,86,88,0,0,0,0
มุกดาหาร,2568,F00-F03,โรคสมองเสื่อม,Dementia,300,871,86,265,3,5,212,598,0,0,2,3
มุกดาหาร,2568,F00-F09,ความผิดปกติทางจิตและอาการทางจิตที่เกิดจากโรคทางกาย,Organic_Mental_Disorders,525,1517,126,379,7,9,395,1126,0,0,2,3
มุกดาหาร,2568,F10,เสพสุรา,Alcohol_Substance_Use,1158,3068,92,206,64,115,1003,2732,0,0,9,15
มุกดาหาร,2568,F10-F19,ความผิดปกติทางจิตและพฤติกรรมที่เกิดจากการใช้สารออกฤทธิ์ต่อจิตประสาท,Mental_Behavioral_Disorders_Due_To_Substance_Use,3365,11428,124,280,252,724,3015,10390,0,0,23,34
มุกดาหาร,2568,F17,เสพบุหรี่,Tobacco_Substance_Use,169,410,21,41,4,6,145,363,0,0,0,0
มุกดาหาร,2568,F20,โรคจิตเภท,Schizophrenia,3240,16802,48,188,69,219,3136,16288,9,34,32,73
มุกดาหาร,2568,F20-F29,โรคจิตเภท พฤติกรรมแบบโรคจิตเภท และโรคหลงผิด,Schizophrenia_Schizotypal_Delusional_Disorders,4400,21691,102,370,93,310,4220,20875,12,37,44,99
มุกดาหาร,2568,F30-F39,ความผิดปกติทางอารมณ์,Mood_Disorders,2313,8558,291,953,86,202,1954,7361,1,1,14,41
มุกดาหาร,2568,F31,ไบโพล่า,Bipolar_Disorder,124,467,19,71,6,18,100,378,0,0,0,0
มุกดาหาร,2568,"F32,F33,F34.1,F38,F39",โรคซึมเศร้า,Depression,2199,8112,274,887,80,184,1862,6999,1,1,14,41
มุกดาหาร,2568,F40-F48,โรคประสาท ความผิดปกติที่สัมพันธ์กับความเครียด และโรคโซมาโตฟอร์ม,Neurotic_Stress_Related_Somatoform_Disorders,2161,4252,280,619,107,169,1743,3404,4,15,42,45
มุกดาหาร,2568,F50-F59,กลุ่มอาการทางพฤติกรรมที่พบร่วมกับความผิดปกติทางสรีรวิทยาและปัจจัยทางกายภาพ,Behavioral_Syndromes_Associated_With_Physiological_Disturbances,1169,2444,280,595,26,33,849,1789,2,5,15,22
มุกดาหาร,2568,F60-F69,ความผิดปกติทางบุคลิกภาพและพฤติกรรมของผู้ใหญ่,Disorders_Of_Adult_Personality_Behavior,49,149,5,10,3,3,41,136,0,0,0,0
มุกดาหาร,2568,F70-F79,ภาวะปัญญาอ่อน,Mental_Retardation,101,321,5,9,0,0,97,312,0,0,0,0
มุกดาหาร,2568,F80-F89,ความผิดปกติของพัฒนาการทางจิต,Disorders_Of_Psychological_Development,625,1921,32,100,22,26,574,1786,2,3,2,6
มุกดาหาร,2568,F81,ความผิดปกติจำเพาะของพัฒนาการทางทักษะในการเรียนรู้,Learning_Disorders,149,318,5,9,1,2,142,306,0,0,1,1
มุกดาหาร,2568,F84,โรคออติสติก,Autism_Spectrum_Disorder,278,960,16,58,7,10,257,887,0,0,1,5
มุกดาหาร,2568,F90,โรคสมาธิสั้น,ADHD,1085,3507,68,217,29,42,1008,3228,2,4,6,16
มุกดาหาร,2568,F90-F98,ความผิดปกติทางอารมณ์และพฤติกรรมที่มักเริ่มต้นในวัยเด็กและวัยรุ่น,Behavioral_Emotional_Disorders_Childhood_Adolescence,1120,3614,75,244,29,42,1035,3307,3,5,6,16
มุกดาหาร,2568,F99,ความผิดปกติทางจิตที่ไม่ระบุรายละเอียด,Unspecified_Mental_Disorder,10,14,0,0,0,0,8,12,1,1,1,1
มุกดาหาร,2568,X60-X84,ผู้พยายามฆ่าตัวตาย,Intentional_Self_Harm_Suicide_Attempt,77,94,2,2,1,1,74,91,0,0,0,0
มุกดาหาร,2569,F00-F03,โรคสมองเสื่อม,Dementia,298,734,82,217,1,2,212,507,1,1,3,7
มุกดาหาร,2569,F00-F09,ความผิดปกติทางจิตและอาการทางจิตที่เกิดจากโรคทางกาย,Organic_Mental_Disorders,547,1361,129,334,6,13,406,995,1,2,8,17
มุกดาหาร,2569,F10,เสพสุรา,Alcohol_Substance_Use,990,2429,69,173,83,172,840,2070,1,1,7,13
มุกดาหาร,2569,F10-F19,ความผิดปกติทางจิตและพฤติกรรมที่เกิดจากการใช้สารออกฤทธิ์ต่อจิตประสาท,Mental_Behavioral_Disorders_Due_To_Substance_Use,3077,9708,105,250,237,624,2760,8772,1,1,28,61
มุกดาหาร,2569,F17,เสพบุหรี่,Tobacco_Substance_Use,276,536,23,41,18,34,233,458,0,0,3,3
มุกดาหาร,2569,F20,โรคจิตเภท,Schizophrenia,3005,12303,41,147,67,206,2842,11736,5,12,84,202
มุกดาหาร,2569,F20-F29,โรคจิตเภท พฤติกรรมแบบโรคจิตเภท และโรคหลงผิด,Schizophrenia_Schizotypal_Delusional_Disorders,4110,16074,82,266,110,319,3823,15146,6,13,143,330
มุกดาหาร,2569,F30-F39,ความผิดปกติทางอารมณ์,Mood_Disorders,2412,7199,313,905,146,375,1845,5678,7,13,121,228
มุกดาหาร,2569,F31,ไบโพล่า,Bipolar_Disorder,134,414,23,74,8,21,92,293,0,0,12,26
มุกดาหาร,2569,"F32,F33,F34.1,F38,F39",โรคซึมเศร้า,Depression,2283,6792,292,833,139,353,1755,5391,7,13,109,202
มุกดาหาร,2569,F40-F48,โรคประสาท ความผิดปกติที่สัมพันธ์กับความเครียด และโรคโซมาโตฟอร์ม,Neurotic_Stress_Related_Somatoform_Disorders,2139,3907,324,671,146,251,1569,2790,2,5,107,190
มุกดาหาร,2569,F50-F59,กลุ่มอาการทางพฤติกรรมที่พบร่วมกับความผิดปกติทางสรีรวิทยาและปัจจัยทางกายภาพ,Behavioral_Syndromes_Associated_With_Physiological_Disturbances,1042,2051,261,509,35,61,726,1443,3,7,23,31
มุกดาหาร,2569,F60-F69,ความผิดปกติทางบุคลิกภาพและพฤติกรรมของผู้ใหญ่,Disorders_Of_Adult_Personality_Behavior,74,170,3,5,4,6,65,152,0,0,6,7
มุกดาหาร,2569,F70-F79,ภาวะปัญญาอ่อน,Mental_Retardation,107,258,1,4,0,0,102,245,0,0,4,9
มุกดาหาร,2569,F80-F89,ความผิดปกติของพัฒนาการทางจิต,Disorders_Of_Psychological_Development,691,1587,46,95,9,13,569,1304,2,5,71,170
มุกดาหาร,2569,F81,ความผิดปกติจำเพาะของพัฒนาการทางทักษะในการเรียนรู้,Learning_Disorders,194,335,8,17,3,4,185,312,0,0,1,2
มุกดาหาร,2569,F84,โรคออติสติก,Autism_Spectrum_Disorder,330,891,22,51,4,5,254,696,0,0,51,139
มุกดาหาร,2569,F90,โรคสมาธิสั้น,ADHD,1167,3007,91,215,8,15,1011,2622,3,7,60,148
มุกดาหาร,2569,F90-F98,ความผิดปกติทางอารมณ์และพฤติกรรมที่มักเริ่มต้นในวัยเด็กและวัยรุ่น,Behavioral_Emotional_Disorders_Childhood_Adolescence,1190,3065,95,225,8,15,1028,2667,3,7,62,151
มุกดาหาร,2569,F99,ความผิดปกติทางจิตที่ไม่ระบุรายละเอียด,Unspecified_Mental_Disorder,3,6,0,0,0,0,3,6,0,0,0,0
มุกดาหาร,2569,X60-X84,ผู้พยายามฆ่าตัวตาย,Intentional_Self_Harm_Suicide_Attempt,51,62,1,1,3,3,44,55,0,0,3,3
ยโสธร,2565,F00-F03,โรคสมองเสื่อม,Dementia,346,873,70,187,3,3,268,668,0,0,11,15
ยโสธร,2565,F00-F09,ความผิดปกติทางจิตและอาการทางจิตที่เกิดจากโรคทางกาย,Organic_Mental_Disorders,669,1679,103,278,12,20,548,1358,0,0,16,23
ยโสธร,2565,F10,เสพสุรา,Alcohol_Substance_Use,2188,4509,120,204,162,284,1901,3970,1,1,37,50
ยโสธร,2565,F10-F19,ความผิดปกติทางจิตและพฤติกรรมที่เกิดจากการใช้สารออกฤทธิ์ต่อจิตประสาท,Mental_Behavioral_Disorders_Due_To_Substance_Use,5149,14591,192,319,501,2575,4523,11547,3,3,105,147
ยโสธร,2565,F17,เสพบุหรี่,Tobacco_Substance_Use,1754,3452,93,113,115,285,1532,2986,1,1,43,67
ยโสธร,2565,F20,โรคจิตเภท,Schizophrenia,4084,20222,91,357,103,319,3900,19452,0,0,62,94
ยโสธร,2565,F20-F29,โรคจิตเภท พฤติกรรมแบบโรคจิตเภท และโรคหลงผิด,Schizophrenia_Schizotypal_Delusional_Disorders,5452,25084,142,524,181,489,5137,23898,0,0,108,173
ยโสธร,2565,F30-F39,ความผิดปกติทางอารมณ์,Mood_Disorders,3363,10216,273,832,143,295,2913,8974,1,4,72,111
ยโสธร,2565,F31,ไบโพล่า,Bipolar_Disorder,172,634,17,50,15,47,137,527,0,0,6,10
ยโสธร,2565,"F32,F33,F34.1,F38,F39",โรคซึมเศร้า,Depression,3210,9591,259,781,128,248,2791,8457,1,4,67,101
ยโสธร,2565,F40-F48,โรคประสาท ความผิดปกติที่สัมพันธ์กับความเครียด และโรคโซมาโตฟอร์ม,Neurotic_Stress_Related_Somatoform_Disorders,2802,7600,327,884,164,370,2282,6251,3,5,66,90
ยโสธร,2565,F50-F59,กลุ่มอาการทางพฤติกรรมที่พบร่วมกับความผิดปกติทางสรีรวิทยาและปัจจัยทางกายภาพ,Behavioral_Syndromes_Associated_With_Physiological_Disturbances,1457,2772,235,473,67,97,1148,2191,0,0,10,11
ยโสธร,2565,F60-F69,ความผิดปกติทางบุคลิกภาพและพฤติกรรมของผู้ใหญ่,Disorders_Of_Adult_Personality_Behavior,13,20,0,0,0,0,12,19,0,0,1,1
ยโสธร,2565,F70-F79,ภาวะปัญญาอ่อน,Mental_Retardation,552,1118,3,3,41,54,500,1040,0,0,19,21
ยโสธร,2565,F80-F89,ความผิดปกติของพัฒนาการทางจิต,Disorders_Of_Psychological_Development,476,838,13,23,147,151,317,651,0,0,12,13
ยโสธร,2565,F81,ความผิดปกติจำเพาะของพัฒนาการทางทักษะในการเรียนรู้,Learning_Disorders,220,252,1,2,141,145,83,104,0,0,1,1
ยโสธร,2565,F84,โรคออติสติก,Autism_Spectrum_Disorder,184,452,9,16,3,3,169,424,0,0,8,9
ยโสธร,2565,F90,โรคสมาธิสั้น,ADHD,1445,3955,55,128,171,192,1343,3609,0,0,19,26
ยโสธร,2565,F90-F98,ความผิดปกติทางอารมณ์และพฤติกรรมที่มักเริ่มต้นในวัยเด็กและวัยรุ่น,Behavioral_Emotional_Disorders_Childhood_Adolescence,1482,4028,56,129,173,194,1377,3679,0,0,19,26
ยโสธร,2565,F99,ความผิดปกติทางจิตที่ไม่ระบุรายละเอียด,Unspecified_Mental_Disorder,18,45,3,8,0,0,15,37,0,0,0,0
ยโสธร,2565,X60-X84,ผู้พยายามฆ่าตัวตาย,Intentional_Self_Harm_Suicide_Attempt,95,117,3,3,5,8,84,103,0,0,3,3
ยโสธร,2566,F00-F03,โรคสมองเสื่อม,Dementia,469,1298,90,298,3,3,373,983,0,0,6,14
ยโสธร,2566,F00-F09,ความผิดปกติทางจิตและอาการทางจิตที่เกิดจากโรคทางกาย,Organic_Mental_Disorders,975,2538,147,423,15,32,805,2049,0,0,18,34
ยโสธร,2566,F10,เสพสุรา,Alcohol_Substance_Use,1850,4528,118,259,131,283,1587,3938,0,0,40,48
ยโสธร,2566,F10-F19,ความผิดปกติทางจิตและพฤติกรรมที่เกิดจากการใช้สารออกฤทธิ์ต่อจิตประสาท,Mental_Behavioral_Disorders_Due_To_Substance_Use,4120,10448,171,373,328,729,3670,9262,0,0,69,84
ยโสธร,2566,F17,เสพบุหรี่,Tobacco_Substance_Use,694,1268,33,53,64,217,604,986,0,0,11,12
ยโสธร,2566,F20,โรคจิตเภท,Schizophrenia,4011,22056,70,364,108,426,3847,21150,0,0,61,116
ยโสธร,2566,F20-F29,โรคจิตเภท พฤติกรรมแบบโรคจิตเภท และโรคหลงผิด,Schizophrenia_Schizotypal_Delusional_Disorders,5362,27371,120,568,161,576,5085,26041,0,0,105,186
ยโสธร,2566,F30-F39,ความผิดปกติทางอารมณ์,Mood_Disorders,3130,11540,272,943,139,383,2698,10059,1,6,86,149
ยโสธร,2566,F31,ไบโพล่า,Bipolar_Disorder,189,760,18,63,14,67,157,625,0,0,4,5
ยโสธร,2566,"F32,F33,F34.1,F38,F39",โรคซึมเศร้า,Depression,2957,10794,254,875,124,314,2556,9456,1,6,82,143
ยโสธร,2566,F40-F48,โรคประสาท ความผิดปกติที่สัมพันธ์กับความเครียด และโรคโซมาโตฟอร์ม,Neurotic_Stress_Related_Somatoform_Disorders,2801,8263,323,973,148,387,2304,6805,0,0,60,98
ยโสธร,2566,F50-F59,กลุ่มอาการทางพฤติกรรมที่พบร่วมกับความผิดปกติทางสรีรวิทยาและปัจจัยทางกายภาพ,Behavioral_Syndromes_Associated_With_Physiological_Disturbances,1870,3752,307,672,76,108,1478,2953,0,0,18,19
ยโสธร,2566,F60-F69,ความผิดปกติทางบุคลิกภาพและพฤติกรรมของผู้ใหญ่,Disorders_Of_Adult_Personality_Behavior,21,33,1,2,1,1,18,29,0,0,1,1
ยโสธร,2566,F70-F79,ภาวะปัญญาอ่อน,Mental_Retardation,749,2645,20,67,67,212,655,2343,0,0,20,23
ยโสธร,2566,F80-F89,ความผิดปกติของพัฒนาการทางจิต,Disorders_Of_Psychological_Development,414,1015,21,42,13,21,383,933,0,0,15,19
ยโสธร,2566,F81,ความผิดปกติจำเพาะของพัฒนาการทางทักษะในการเรียนรู้,Learning_Disorders,73,130,5,8,6,6,62,110,0,0,2,6
ยโสธร,2566,F84,โรคออติสติก,Autism_Spectrum_Disorder,233,687,9,24,6,14,222,638,0,0,11,11
ยโสธร,2566,F90,โรคสมาธิสั้น,ADHD,1219,5094,64,236,70,101,1143,4736,0,0,19,21
ยโสธร,2566,F90-F98,ความผิดปกติทางอารมณ์และพฤติกรรมที่มักเริ่มต้นในวัยเด็กและวัยรุ่น,Behavioral_Emotional_Disorders_Childhood_Adolescence,1275,5213,67,240,71,106,1195,4845,0,0,19,22
ยโสธร,2566,F99,ความผิดปกติทางจิตที่ไม่ระบุรายละเอียด,Unspecified_Mental_Disorder,11,53,1,7,1,5,9,40,0,0,1,1
ยโสธร,2566,X60-X84,ผู้พยายามฆ่าตัวตาย,Intentional_Self_Harm_Suicide_Attempt,184,214,6,6,8,13,160,185,0,0,10,10
ยโสธร,2567,F00-F03,โรคสมองเสื่อม,Dementia,418,1315,91,348,1,2,323,960,0,0,3,5
ยโสธร,2567,F00-F09,ความผิดปกติทางจิตและอาการทางจิตที่เกิดจากโรคทางกาย,Organic_Mental_Disorders,946,2597,148,492,14,21,778,2066,0,0,12,18
ยโสธร,2567,F10,เสพสุรา,Alcohol_Substance_Use,2162,5234,88,233,168,352,1895,4606,0,0,35,43
ยโสธร,2567,F10-F19,ความผิดปกติทางจิตและพฤติกรรมที่เกิดจากการใช้สารออกฤทธิ์ต่อจิตประสาท,Mental_Behavioral_Disorders_Due_To_Substance_Use,4963,12668,193,431,293,683,4477,11465,0,0,62,89
ยโสธร,2567,F17,เสพบุหรี่,Tobacco_Substance_Use,967,1531,81,121,34,96,856,1307,0,0,4,7
ยโสธร,2567,F20,โรคจิตเภท,Schizophrenia,3773,22341,72,388,107,442,3614,21408,1,1,49,102
ยโสธร,2567,F20-F29,โรคจิตเภท พฤติกรรมแบบโรคจิตเภท และโรคหลงผิด,Schizophrenia_Schizotypal_Delusional_Disorders,5258,27781,113,580,178,599,4987,26434,1,1,90,167
ยโสธร,2567,F30-F39,ความผิดปกติทางอารมณ์,Mood_Disorders,3078,12064,253,979,138,421,2677,10538,1,6,61,120
ยโสธร,2567,F31,ไบโพล่า,Bipolar_Disorder,184,757,18,71,12,50,157,632,0,0,3,4
ยโสธร,2567,"F32,F33,F34.1,F38,F39",โรคซึมเศร้า,Depression,2916,11325,237,908,127,371,2539,9924,1,6,58,116
ยโสธร,2567,F40-F48,โรคประสาท ความผิดปกติที่สัมพันธ์กับความเครียด และโรคโซมาโตฟอร์ม,Neurotic_Stress_Related_Somatoform_Disorders,2604,8321,308,990,132,393,2166,6897,0,0,28,41
ยโสธร,2567,F50-F59,กลุ่มอาการทางพฤติกรรมที่พบร่วมกับความผิดปกติทางสรีรวิทยาและปัจจัยทางกายภาพ,Behavioral_Syndromes_Associated_With_Physiological_Disturbances,2176,5036,344,817,77,109,1751,4093,0,0,14,17
ยโสธร,2567,F60-F69,ความผิดปกติทางบุคลิกภาพและพฤติกรรมของผู้ใหญ่,Disorders_Of_Adult_Personality_Behavior,34,70,5,6,0,0,27,61,0,0,3,3
ยโสธร,2567,F70-F79,ภาวะปัญญาอ่อน,Mental_Retardation,854,3564,27,101,53,179,778,3253,1,4,12,27
ยโสธร,2567,F80-F89,ความผิดปกติของพัฒนาการทางจิต,Disorders_Of_Psychological_Development,476,1437,25,70,11,24,441,1336,0,0,7,7
